c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,y
617211,978037,236797,500965,317044,629,138877,91679,948558,179087,917768,918564,0
928676,822047,947050,360281,772208,837567,530070,455780,309970,277204,809675,545830,0
861582,907651,296715,816874,33515,494268,688196,597064,100230,408458,188746,32765,0
754696,190670,877816,924230,846762,827235,819327,17004,252316,395448,502771,316554,0
540101,600092,87771,605571,567469,506452,777493,787825,37778,92590,931480,493971,0
678883,188926,794836,69227,695979,424350,148772,689562,731040,89145,688426,207642,0
573735,572072,936540,953526,428565,222830,693122,959533,990739,221067,514946,14021,0
319163,65176,781220,874048,35907,990141,328826,657038,731641,27761,202289,420336,0
18565,623006,339163,593615,938962,878733,962233,294156,836513,377865,764900,734232,0
342165,868017,959434,723085,194823,487800,502634,902535,665699,547088,411404,795797,0
861,182772,652009,844082,502523,802317,394038,282274,429967,201608,206716,97519,0
675449,793721,302233,293107,160927,119240,636576,184578,541111,957225,619117,406696,0
248549,759191,743256,422449,343869,735963,868959,550342,738382,45234,150367,66845,0
942236,176406,27097,889994,842886,11356,96190,806199,398575,716917,533462,521756,0
708813,221766,133967,9683,745002,801835,840859,70902,711577,992868,353612,968210,0
222695,311198,465829,75497,160591,104668,620002,767483,806638,648427,552027,87174,0
85885,917391,149457,192755,273985,589326,615876,204272,153799,607787,581451,340999,0
121705,184632,444175,219403,610637,219366,648610,397215,201208,297954,619240,316910,0
327873,137658,552335,404433,509681,657642,912539,258975,634518,951875,392470,110503,0
643359,128852,567861,379501,535441,339832,616784,239113,171312,660780,117811,569682,0
66363,611102,886100,784386,25761,905651,189844,942376,270066,232088,101699,823908,0
761674,210578,676497,855816,148721,154216,97178,257015,875961,600703,339682,472598,0
573579,188352,648679,193811,748090,543440,254522,761156,92394,901366,702244,953196,0
154625,794119,221397,999772,764390,299454,543494,747158,942045,854090,603061,685952,0
426337,23618,279377,387681,20737,994647,49398,770688,426456,565539,41431,264155,0
323907,647152,573765,737492,779292,787601,253172,343475,235075,54590,652688,902895,0
342043,160786,27071,97803,532179,471162,755823,574225,683717,280740,438170,713369,0
286873,881809,616365,232135,352239,275570,413944,375203,672479,53302,632609,289232,0
833832,153018,281765,299723,282647,4150,828463,563573,676211,863877,840474,871856,0
731946,755887,254415,31479,32005,104046,721148,440777,897244,406397,828095,677950,0
480177,661390,770126,345435,520921,546632,971623,934110,139461,535147,349144,749264,0
685969,3270,755684,236093,880956,192868,977209,99637,872800,663689,506393,964249,0
84833,393072,692041,110233,872068,51576,459524,494935,308569,667969,264997,743404,0
653891,253844,551237,535161,197997,538656,120029,818031,821213,356352,496542,507572,0
831738,204004,293831,984604,86119,607980,33971,140630,777521,205992,102222,172065,0
439403,799477,596149,846512,649103,448536,945244,645704,111706,367712,159115,319642,0
608039,754045,998516,983762,679477,222400,854600,755023,174344,895035,812360,960852,0
976544,936841,137265,76115,423217,495174,771826,124808,692120,95917,30830,986447,0
702501,367894,826714,554415,867830,232104,986734,373044,503636,216005,971405,226227,0
573281,75344,88269,380177,798552,704852,742026,48546,501326,809788,315505,482822,0
67327,502150,736578,140983,457771,205710,66279,785391,899181,307317,149827,199955,0
55457,253592,70691,587295,94789,26716,658043,254780,158699,359328,674476,213200,0
96179,672822,219247,430875,123547,263894,315249,221048,926160,729864,147000,33409,0
481279,226304,272701,964748,155309,640584,248929,899925,141735,433996,142001,120776,0
500417,519596,605683,629391,161433,359484,95785,12596,248551,760129,509853,264511,0
426103,148948,24613,4391,296403,302146,892790,747907,958126,18907,394970,612048,0
442069,816653,754800,172325,372257,741237,960908,530152,957718,826598,51080,691495,0
711427,903621,850366,87349,195923,557632,713391,333402,994876,903542,381511,537318,0
949666,764445,907552,828820,497351,321310,876286,40514,50969,172997,79791,246959,0
14445,215322,36957,334665,879594,183544,663489,926512,894365,830159,6818,820143,0
425469,225810,545765,312971,153253,418972,110489,659517,369974,900737,717576,933462,0
34671,583504,572481,11521,861490,664590,11775,917250,108078,37258,699825,143996,0
269285,390754,53241,371585,470907,95958,287683,727539,222364,888217,155959,220047,0
16393,487330,623441,416225,870456,717586,911882,351837,452744,932778,507428,165758,0
146641,150892,662089,278871,474005,580288,769106,954634,700174,178743,748753,63397,0
380347,45398,460143,580227,74705,31384,147635,328019,26318,828834,896214,226118,0
142643,506698,745122,155655,514831,737251,769418,934632,992715,712047,353617,993030,0
562023,344136,621729,282095,872394,416018,814878,816312,663483,427790,896873,409578,0
533349,837055,331571,670625,979220,265338,652207,402311,493081,397462,21088,586355,0
208463,786903,322929,151109,383363,27564,175383,618917,806910,256350,401385,613042,0
328923,933037,265331,220845,206599,447294,322721,248835,705417,502648,844596,336173,0
576265,668132,772740,480801,142365,806765,83949,191823,1595,18331,699180,180716,0
265377,598004,780804,315911,756574,292934,344589,907080,707615,191465,735753,776876,0
673949,860447,978396,339371,3499,880229,962256,455297,165677,542939,311605,750903,0
578733,765189,829970,763218,967210,462684,409045,979942,243789,315915,378357,979608,0
324923,744135,169609,616525,507725,632933,154730,917839,861811,906685,854735,422590,0
17997,176808,732798,804110,478823,342671,64564,891371,30832,942367,270896,948000,0
214789,19648,116971,633005,323463,652023,646036,398382,362926,367296,46251,140038,0
916538,817587,357085,38437,717249,956500,308266,149528,434432,305070,902120,654023,0
290317,704404,412487,321137,380921,716685,693070,734527,850365,247645,767555,530264,0
349351,652160,383621,551265,606375,49637,757269,155718,329162,21199,92570,572873,0
259801,979819,757990,30351,384195,814312,410174,271624,865593,370427,658735,447936,0
610821,154860,491345,291155,355457,671877,832333,893993,551534,201019,387215,674015,0
369009,647388,412741,527145,178399,97997,877677,155590,856902,278658,998541,587824,0
686843,383370,147575,430039,525717,435447,81686,106214,944458,311722,439358,598485,0
22403,692128,587909,772230,551191,893294,964641,25736,162883,218326,200613,229192,0
334577,724546,167749,525337,458265,289775,721612,299826,551311,355652,440289,415277,0
636497,669986,43445,383185,579581,391167,819629,776849,707313,63601,16596,53976,0
881654,746727,441933,936794,849024,755222,337066,218268,790366,62483,978039,7559,0
127889,483984,891478,644563,196319,609289,921133,628530,835992,611071,799628,294744,0
974096,10030,611157,806304,649153,399983,213144,759371,84069,664905,178209,879858,0
48685,662520,343235,84425,35451,722607,39610,277897,137516,547550,348620,52560,0
38001,228506,684957,646765,782788,307427,981443,189427,229702,180430,214020,367515,0
797110,438558,204257,94713,857290,463807,73516,724663,706342,82342,272579,517406,0
597687,199580,27495,104773,823916,827942,908189,195787,137412,98580,698935,45395,0
448285,119986,618661,346713,970310,327247,269366,668263,108184,850596,118026,734817,0
289027,879999,785952,52323,322945,139295,338880,754284,966239,838106,111840,590741,0
574077,14632,306629,139421,572713,327289,647752,170163,442508,551269,664133,5166,0
737920,77912,734884,994164,148459,435907,809981,804132,385840,467133,517995,721671,0
960472,972991,356535,206239,994522,972068,567040,607065,409341,763843,944245,96482,0
399771,825297,568807,60085,856342,146729,33422,632181,57909,242782,53542,367299,0
484223,618282,420645,616615,642679,286905,444488,698847,936934,723648,28383,820805,0
789010,809091,488821,475537,268059,328677,767589,909644,873654,482372,947984,254513,0
498601,661226,116937,785918,246879,335489,766775,408073,295475,95777,775417,734727,0
48213,733395,941440,786848,682719,25753,564042,923264,395207,701137,626294,66901,0
518149,545604,111245,24311,133033,784692,749533,574825,152983,749628,525313,878111,0
577325,945895,616903,429057,139341,55629,604574,217889,111075,118599,862536,764710,0
470449,439396,665865,968326,135985,184699,633341,304494,467026,522218,326876,851167,0
895548,161458,486957,651219,145817,281689,666993,766281,271382,698676,154544,80563,0
122255,475502,936996,775432,83333,634057,84505,915487,36800,849485,826638,902567,0
444109,544862,47181,937204,842378,316131,575559,199776,392666,979421,686047,282373,0
403167,200110,309677,221807,386705,873726,994988,974625,139236,856584,990811,593312,0
878566,572828,968172,175477,527507,883412,741976,913089,71914,82425,684190,468881,0
662321,836169,898838,166045,39429,916468,813358,894623,902529,418745,592605,885803,0
662253,252406,378313,511557,216659,407023,591145,225908,300984,664887,799136,743868,0
260663,557362,361411,165837,151977,523745,12029,474028,993126,690572,514912,405738,0
117615,63404,12711,44807,774904,54153,71629,2752,117853,389364,531786,599033,0
286489,96964,835144,443239,971522,102339,948202,535008,46045,941369,314749,745555,0
316841,408520,63987,181633,932790,526993,692025,123448,324199,968963,550785,918180,0
132311,596774,247849,478801,787162,80907,708243,47256,987566,283847,750081,471128,0
476941,344520,751294,330027,382499,417835,275615,66980,242807,497007,86846,157275,0
914946,33968,368277,306099,558973,246289,502063,960519,543517,89859,491007,300550,0
373505,570764,509381,395495,387081,637785,953398,596790,128083,223167,746074,404105,0
969158,47494,409593,834478,161933,413697,136115,436721,412656,935877,852977,601900,0
973228,171656,457519,835172,904562,849006,357509,231287,199150,667688,887869,447129,0
639439,332916,712881,108599,862086,395187,224335,402341,284460,215294,145003,81956,0
694645,207958,387751,590061,774936,714533,515645,788610,805837,858505,903852,338487,0
716675,634682,197159,917084,643347,144899,344985,64133,218686,1235,276706,497142,0
772704,254410,216093,223685,521619,483065,137459,582713,561654,107363,178836,218903,0
995518,135124,977464,164647,148703,374569,168671,197453,3978,697781,832520,439804,0
601721,245296,501001,848614,801336,366777,58801,641697,197410,151469,280935,907612,0
516899,794399,840694,757508,441145,373851,612151,989722,388975,773889,111530,382516,0
352867,951869,24203,438899,318191,833706,871006,599861,875256,341150,749357,792558,0
200675,957951,24815,394473,373871,92027,11441,430395,95741,280522,671499,620534,0
307007,789791,765744,761934,297751,246999,774992,904688,261235,343040,382445,775932,0
291219,232678,79081,542611,34255,493213,283307,455401,888690,646017,407440,801935,0
226929,697464,939898,948654,572501,434183,687045,395599,666209,486543,879901,781192,0
618805,605986,501399,531821,460483,444187,557991,921014,469679,370175,925024,960843,0
417285,218348,485513,266937,744976,960722,217401,435111,358383,622059,795962,506095,0
145097,264399,225848,897841,474230,171302,684950,538352,296886,528914,576890,745683,1
662737,760132,745127,598222,656732,606854,698016,787751,487890,206860,71996,827534,0
446309,512037,73858,38,288620,724022,240974,190084,208986,923373,46589,348592,0
42345,360899,216110,973709,970227,449630,498084,295658,677164,854109,368609,370527,0
14335,13889,699108,506640,268674,593544,362060,54410,430152,738946,56552,300560,0
143619,938768,260362,252352,184166,669224,841287,636416,717890,567617,214554,651483,0
276703,739856,551680,877453,319068,119732,139952,464690,38164,826502,161511,528878,0
113097,483551,428440,203486,166914,22494,9282,277724,780933,517599,216045,127703,0
119303,220091,866245,366886,598128,839719,281392,242780,870354,201796,596364,535712,0
495963,97151,648960,563060,821601,740401,27220,730488,781092,568184,982761,4873,0
123449,743132,511212,119988,380690,762095,128408,768755,422709,511594,181169,513622,0
348715,971828,50416,125326,686106,437076,165408,545974,44623,40538,735000,515655,0
636865,362059,660750,363094,21288,822277,86004,399450,739116,665979,339056,300486,0
331947,710005,48200,44022,400392,179086,192020,868749,442093,832008,681060,123567,0
13813,692063,751443,459546,229972,298416,522250,215554,861918,132449,481113,610826,0
236025,185493,820565,893657,658902,9294,200894,286930,804572,48301,822820,174943,0
500153,212367,830907,666414,129712,317916,890787,227307,193240,171766,759801,958693,0
325799,515699,991921,151532,864325,141752,540008,315069,47228,76490,929883,945,0
73467,904378,900391,220058,397174,782735,70418,944120,762461,275256,721505,316432,0
151273,219757,853801,483840,114882,241194,432278,516913,847999,971655,997290,332053,0
955078,404287,299032,855041,70540,949885,416124,221,492212,81371,489908,606950,0
479701,59185,366380,531194,442618,744675,668626,226215,238946,655845,881497,367659,0
903614,850976,650620,704512,596940,913567,638152,586051,555272,913952,822322,505674,0
657145,899886,98052,391894,422260,479090,196928,155257,503190,440389,234867,325467,0
751348,687695,292132,469290,428410,914237,421812,519303,562703,822035,476114,737723,0
497463,785466,277050,318894,661860,135280,434070,308403,153095,646176,151778,256341,0
298327,283509,809641,301326,659500,213288,923459,909552,82037,778617,86003,914265,0
811166,948428,6832,493656,958973,449396,465916,125349,676633,546526,887960,220147,0
952476,373727,555170,872375,632086,573844,401742,70841,816534,246113,114,788313,0
891422,390385,994939,614464,562928,921053,765127,876932,436845,262545,51756,722533,0
126265,498153,989437,49672,900015,592000,106384,370559,616595,789958,18849,278980,0
699053,640411,797567,754725,673304,10824,149704,687225,123719,765212,928894,576533,0
63165,404139,479120,527330,532734,865913,565423,958837,911815,822539,285380,587250,0
71945,160393,994229,586536,492406,247312,190927,612510,859297,60912,970161,244349,0
31297,451819,471110,197458,978759,554900,925174,592606,215428,512646,998278,807301,0
737480,549783,712528,432186,673376,528384,282821,554142,728170,574714,801936,520327,0
953258,599333,848723,132268,119166,839611,380381,162224,684768,410293,719106,288824,0
976698,556655,408018,125992,146290,574360,361525,538240,897715,137489,378654,950848,0
463039,721329,833877,782783,199108,493058,82951,504742,44722,758110,948520,294092,0
826628,929010,423938,516590,130854,993827,513331,334886,925363,617415,762180,523597,0
448555,804806,47838,442922,200344,338048,704735,637698,50797,347612,742731,613630,0
495017,805338,576002,117834,324684,983663,396421,555414,218165,178906,573008,86359,0
841188,807890,447070,434586,339250,420006,30299,341072,828618,377708,862362,696768,0
785688,514913,809435,759825,308568,413152,337313,593342,113373,832933,126719,253099,0
711171,220169,828085,968163,760763,381670,600699,624852,532415,360753,562546,928867,0
724295,779296,724190,801165,899813,846755,378883,422538,193743,919498,858847,986972,0
238043,370685,819035,869523,636776,392632,577547,6864,482495,766436,444715,220248,0
12293,838014,451374,421370,31700,461944,21315,527084,151417,253449,464991,134615,0
935404,137275,803019,49370,58690,419316,254567,789136,380826,747883,533532,805853,0
881436,675049,485786,104284,868329,89576,186265,756902,546294,791393,570732,917146,0
588677,441179,338158,169944,642988,990021,545873,4349,145634,737969,79529,727154,0
810014,636757,328114,717432,891827,430080,421379,273535,477806,720074,520961,223831,0
475981,343265,892639,163692,308264,475226,501831,897214,668478,981808,103228,307334,0
86281,157303,914367,866043,612822,581480,634221,505429,389680,23577,878791,563777,0
399903,603393,161982,496546,52690,369408,473865,374537,743425,490869,113069,463444,0
135583,104225,949533,756341,557846,480898,738368,142945,383944,626621,956114,137421,0
809822,264009,471824,351120,775269,187090,20357,772034,482909,684804,480434,480084,0
399783,814708,479838,705294,900427,398730,296819,9265,604587,768789,533462,8025,0
643019,858168,114122,872097,692834,801193,859620,305625,118491,964585,736268,764023,0
341997,494997,814083,868669,1444,379780,890206,35165,103217,422338,432739,225597,0
203469,565539,16538,706400,734977,991541,551509,998182,860798,762860,298642,687428,0
963036,8169,818723,345516,966129,135034,213303,415699,967014,634797,991005,764852,0
227259,250761,31270,993463,806677,390652,371403,171649,19159,878950,470995,117100,0
402593,95139,603364,77132,722890,261718,60971,384227,197337,575877,418811,156323,0
74617,141357,330970,854371,922557,502511,532032,294046,518102,652714,39560,862447,0
745456,515223,324904,745199,457238,664807,524446,455100,641576,553588,848211,708303,0
542085,183545,387336,708014,512632,977594,774615,605996,465382,759675,154949,236314,0
785052,801520,54234,204026,512174,831866,665164,873753,142370,334048,159693,43221,0
104501,905660,983313,826701,930403,107793,737645,198338,304238,547993,603948,915695,0
47441,165365,671982,96318,368162,118491,260162,690986,781987,829326,139676,167993,0
265671,517185,974169,959943,353214,520307,767773,487200,750061,806520,273759,190380,0
946458,454205,718824,848077,14330,317517,879505,442762,206246,866386,605225,842522,0
582629,89835,220152,852537,624956,201385,957301,182842,640607,357524,806103,674134,0
173763,599941,647076,86250,571692,493387,875521,730966,129165,234948,298402,423061,0
749482,967080,939529,553046,662326,647583,733379,756451,464481,768551,143333,311844,0
679131,290563,72084,82748,587766,142073,467730,75646,619197,948935,298233,387103,0
551817,550893,150818,573754,215966,537491,678654,635286,420223,30659,644946,925145,0
420179,368009,348352,524846,912885,19989,657506,188552,653033,47571,91110,125255,0
926562,907322,839863,150150,80122,755548,43632,516236,234489,887670,559919,525780,0
804170,573551,236352,406536,301738,739460,841847,908811,669793,252895,784100,994570,0
869040,216975,720530,987659,552574,19211,983481,41889,935319,618594,637820,912965,0
96607,136445,978231,429352,105168,643185,985727,956648,617096,64686,356206,615931,0
185449,251193,107668,643882,926085,37537,662856,564859,379448,875881,938880,816129,0
436949,634077,130100,12716,365358,813484,376782,55397,482968,187960,771364,642163,0
436853,135633,928131,231926,642898,228065,943147,717693,541186,265053,492534,778273,0
550569,668901,349940,612614,443000,463643,157200,367771,940527,733884,119724,680625,0
879686,26095,726972,30,329308,514653,806099,6059,151864,435763,976958,615500,0
804900,706425,311180,705548,502886,832438,498584,157465,835617,272841,301861,189099,0
903106,91503,135086,465394,136550,858722,795909,874226,206495,859131,385542,796009,0
792438,906346,815157,28030,580772,905798,688954,962374,658187,716498,282736,263263,0
723847,657139,325022,114190,971467,617051,724530,571175,38471,65738,833442,711274,0
35151,817666,580214,76458,326408,763388,745241,860702,656627,609388,912444,318941,0
791686,350251,750629,296078,635768,732220,942941,142573,588597,873880,688850,294974,0
559891,912704,682786,129028,189610,634563,572234,960424,213747,955842,119496,264375,0
858256,853050,902671,15006,997349,356471,683054,477051,611641,397339,305897,898555,0
386789,605765,134274,428392,525714,372403,208382,659119,601037,201585,129919,825548,0
694119,796860,538404,656044,215046,531411,118939,182468,427590,150958,792329,535758,0
404599,105859,167364,106692,764711,750890,317489,663884,186488,964721,764625,81417,0
238579,792648,28778,465532,324446,793018,911508,526340,252486,276036,206701,873681,0
983650,561121,323438,829481,912707,875340,324715,544642,161622,895595,623931,38329,0
255491,83695,186860,520308,808495,84195,715549,834517,972581,965058,191392,620940,0
157419,75327,141584,724898,794359,871710,631619,672794,95576,856626,371668,242199,0
21119,948372,966513,105148,371162,55731,339421,738913,485524,817804,668767,22126,0
877986,4605,639576,937547,132600,555937,411913,4574,800461,51449,403733,422719,0
669189,338179,175930,758965,339990,670003,18319,381222,257097,802893,197646,371078,0
940914,830100,545178,664278,832881,981690,217243,610998,160023,211050,328278,579219,0
237595,8283,615970,937675,427732,798684,406079,844551,356629,775711,517915,491294,0
322049,644899,695708,547780,534006,181101,750352,776065,745624,619864,404923,441837,0
617271,458541,581028,874125,314202,713441,652923,616636,166627,998524,957269,304570,0
544041,777544,964221,83270,134928,789266,692737,709738,421989,609645,370228,270897,0
152103,372125,365934,858205,509010,818604,808742,976411,736152,403561,125165,826769,0
850200,465385,512096,783915,536708,195221,334467,359626,701333,806228,683585,795504,0
863264,802976,480606,989101,668850,217927,238103,464345,989409,995319,733669,651840,0
957498,509981,811253,853843,786467,902574,257331,585781,473048,955535,885913,593619,0
895452,125335,176424,233554,319734,268563,299641,5305,836437,214932,656379,140272,0
342763,967494,109652,386452,120104,339033,786068,681833,269660,124166,15931,622475,0
815946,796342,998755,653724,852063,329797,26781,141363,789955,429487,121086,452916,0
81767,664087,836693,154728,320236,7225,506561,655145,435914,969972,879571,666261,0
295867,771584,940503,790625,171454,704899,17785,738026,548452,261505,197393,618852,0
771378,275625,16516,307868,585142,635353,736366,364089,889911,888730,653221,137087,0
311205,540275,963087,71044,625734,303831,290205,134535,579835,306656,668864,610338,0
266499,461971,414264,80464,607678,665981,804482,491501,133287,162394,716730,933528,0
887668,372755,260170,429064,25012,408719,379463,506761,227653,725698,889858,931885,0
647005,404327,847259,368480,502302,28923,942648,739812,831730,432060,838584,551445,0
454127,333873,843367,403446,390800,989018,762620,686443,656027,414603,255938,223850,0
176079,251637,328790,304018,985817,876078,154283,504635,871736,348127,230758,839666,0
419667,903768,116656,900105,893143,153615,549029,7265,742298,379371,147089,126146,0
800284,656965,963193,525728,435674,998352,741490,948374,70871,9247,346183,48037,0
206079,149047,140846,360352,267741,815835,211252,119528,308272,942613,982933,744193,0
582293,290941,386286,922771,169945,929095,994849,840481,915263,406890,699708,144967,0
797830,605151,450492,276962,417559,16090,618804,818015,802721,869149,374405,72492,0
798488,965024,399234,215246,605617,349294,841965,578890,304592,631324,747290,221659,0
521917,700155,75112,228342,374569,452816,466658,72540,597486,162741,646338,233428,0
4883,114681,649088,994927,729357,489756,125858,294114,929749,524757,224162,668873,0
479275,306283,246958,377668,309139,454150,323106,296300,63850,878166,330299,563566,0
692157,821496,197318,40824,819386,776263,943955,997765,426142,779290,249371,438955,0
735106,177557,362904,875673,697287,825589,961487,513958,161795,165480,599868,708168,0
202853,714631,479988,246686,395181,86946,479894,262898,996888,79748,539294,745472,0
127575,126011,750951,934685,516677,678368,196272,187006,752558,485026,643555,249580,0
270917,16533,51918,834501,996526,275386,480628,161320,158561,678608,153043,646459,0
813500,587773,718798,268690,320745,19036,494790,205070,588727,808386,740169,316012,0
437839,669243,234816,119256,437405,170968,693628,346822,548859,682575,143250,634449,0
263347,779532,935563,661856,252247,101088,401506,245842,279763,796502,327035,233162,0
381309,149315,821633,424728,512719,31242,980985,276794,163459,546515,423791,28219,0
23945,847620,592358,11412,990028,318036,678410,101579,9606,588394,324292,465164,0
899072,615277,775025,950693,83209,673618,76028,894612,928133,857585,4452,859186,0
194039,400985,544022,423416,631895,204828,976179,633625,282250,943075,929870,458736,0
598621,458315,621148,308292,152271,155640,182800,778050,511204,849611,124975,160133,0
538861,985250,904091,726174,731352,144170,75592,388331,549722,743486,56984,117994,0
500443,401701,16552,905251,276175,827793,507380,816454,185828,27917,490350,202815,0
534153,323141,262146,395926,171563,807809,935321,131623,548824,108637,174923,881445,0
434289,153099,431010,673810,554273,970739,981969,640563,773039,196807,302553,772060,0
481711,623475,963949,808689,180977,251694,373450,932172,668947,873055,826069,817465,0
883704,69821,440176,994651,929726,988481,864697,168709,247717,697442,553758,297269,0
414175,605455,305548,671690,30587,208770,258064,934156,967736,998865,137091,174028,0
875514,440601,738399,291364,788078,615144,230164,837668,81245,415268,39,141409,0
286411,693649,267414,33140,242543,95260,379712,880482,243131,295043,593552,738843,0
688515,914892,53776,168232,181397,877971,715634,963906,499547,706653,71222,459591,0
581505,912188,341820,456874,770646,971649,593398,920934,724241,718721,511133,452446,0
680813,864542,652478,366354,150427,555344,740029,209385,116623,834350,627941,205921,0
446305,779970,731347,447000,834086,555744,936890,189418,802393,642734,524552,589646,0
661831,891074,282964,66328,508229,848937,966730,391070,125946,539480,81142,634635,0
73481,535869,787069,346560,99087,15814,707461,320528,999377,345474,56071,332236,0
945878,713593,542110,781753,610939,552400,173575,708492,78166,682636,388567,475285,0
957472,834484,838203,39830,7363,517002,254047,224674,376880,757000,631124,278616,0
970282,962842,143802,84178,265445,422978,194189,142484,54592,301793,866517,420197,0
746632,837272,189234,97888,12895,942087,181167,523558,475748,854700,264765,167456,0
558767,862864,173488,482042,512881,614268,480263,847861,811851,582565,594305,341501,0
43871,275079,764831,359022,24981,489282,913092,61764,873806,687626,904245,162924,0
912100,603157,834251,881103,790880,707846,783650,784351,666687,997743,164326,161549,0
609047,395529,153324,291762,468691,177552,938260,579984,488303,805485,429413,216434,0
885276,547967,180958,761713,616247,689630,965900,464100,85755,977319,305927,501365,0
566965,103231,243556,986841,666741,151878,738000,539290,167791,674467,951847,514826,0
268989,188089,514492,283206,104191,88870,439719,796825,453515,885946,69648,915426,0
699685,604535,52844,807175,979362,222854,79735,84566,760460,649283,959972,666254,0
202081,323583,685810,456066,932992,678208,695251,428450,12811,410867,279217,145567,0
916324,126877,30194,952491,735108,525242,892378,21205,61314,641496,258428,287898,0
273963,939298,135398,773963,26885,457622,253279,37217,437840,272064,773683,97413,0
3017,703905,245344,438004,252253,612900,38577,18417,4800,921267,716653,898157,0
459921,968702,281298,949995,123907,144298,145039,982514,339146,126178,410445,66575,0
327193,448937,617742,486206,589343,688822,242093,270895,318682,791882,380220,299830,0
811154,570767,355600,183570,151867,368780,691513,250447,122476,762516,105814,365343,0
559887,142563,475340,417650,350209,125030,859624,275111,15816,513597,54653,932455,0
286729,198595,481574,786641,611489,547922,428651,616515,888569,141095,462287,779376,0
395347,642525,272634,460822,256269,948835,924644,783702,154795,402934,318234,171796,0
973630,880346,115802,770215,787308,120326,223131,789320,160463,898823,958269,565435,0
869320,173921,76436,950915,431417,550018,111517,649249,417501,680680,600905,898991,0
277421,732972,479344,15326,574707,355708,145997,14169,365333,437598,709531,400711,0
668709,187485,219084,196452,847000,919403,455079,992632,319567,782104,472838,965357,0
857016,364995,693088,369516,356321,717960,482631,46647,281247,556399,376508,448797,0
453571,122225,789133,730314,635381,955115,175443,357701,909420,238341,435189,237816,0
679789,755592,909361,708828,77301,937351,677549,938210,822292,649041,907444,50181,0
741414,778556,950623,82502,928054,924608,892127,464002,215518,768433,395824,87832,0
869268,348477,932953,557546,581581,843728,381340,632432,635246,459258,827583,205505,0
980096,342003,692232,290020,149667,580689,6498,581560,754127,496216,932762,292032,0
355143,67779,278564,474418,22257,620543,773529,282722,358042,958075,640837,460385,0
17529,51595,630350,41744,452473,422361,21934,931907,95112,713311,353764,197142,0
861646,730131,389074,308088,217911,202721,324800,218340,583958,962108,331906,325071,0
473627,185539,835063,338354,572099,333437,684332,363370,783131,913402,983360,469224,0
582915,952840,494660,671310,168965,559685,59084,56164,493310,766610,357577,780200,0
251323,291691,110492,625602,288849,289489,577628,16980,660785,314836,178890,416640,0
190487,404703,838513,986357,322707,85395,441774,550256,287647,193116,270410,273607,0
450823,700845,505862,588756,72713,764022,411518,900731,696313,907921,453587,252696,0
967794,897268,266806,643910,774622,805084,483406,35446,375461,669862,195387,950536,0
791726,770706,434294,425780,651475,462995,520106,924585,862988,616913,625568,295012,0
330485,328335,351972,908007,851664,542203,593294,314326,262709,976370,109598,467587,0
192773,496403,209366,358144,36831,602053,288906,373288,900518,319581,964600,232080,0
208803,5025,548326,851359,955484,86313,815939,587422,482119,824616,17035,656019,0
526639,102683,453574,842875,719457,775370,974339,707255,593540,431796,187776,827057,0
907252,435621,405292,108118,221295,857426,140486,59503,948193,447784,759439,382333,0
951830,99885,178838,445868,689291,878106,124422,561957,239684,380682,48351,730830,0
312487,753152,369310,577312,228429,552853,763455,748204,952361,641484,872874,161499,0
609371,950704,286102,124580,764442,749016,528370,562085,327334,353757,711612,576128,0
869316,837614,337080,751747,819742,184201,273264,912050,394922,48441,748759,505887,0
35525,776200,112654,372242,874764,467075,721798,978884,764785,278613,714459,532308,0
601473,112085,358006,184542,299617,64117,136592,838068,192102,399577,654669,481151,0
622001,678595,219086,255118,405703,318609,169150,404283,36097,451504,853795,229970,0
997520,432673,892435,974235,443913,991324,432470,222159,973518,187690,659418,167357,0
170029,159819,599806,538808,246553,723781,388118,158373,217847,875427,448863,716076,0
541669,341271,512284,790181,939942,647445,53706,612313,404647,282570,260963,541519,0
552055,444497,445074,884733,702903,236169,233102,867588,784126,97125,847335,913789,0
816536,827146,464276,124938,898500,845250,744323,989406,52777,321551,476528,209481,0
363919,701941,574532,737739,462889,806884,392570,606033,86303,973890,42089,335814,0
611931,184467,233678,395012,659293,934296,944587,81877,220987,480859,904922,256259,0
645897,546699,335438,535248,100253,824098,715937,538474,487678,179760,432702,47660,0
893094,589437,570018,726672,161979,691565,852380,64020,634996,148912,522074,634363,0
831290,481221,604950,446880,318481,153165,944618,72694,543404,180404,279975,562202,0
783490,160361,579698,921683,200309,337725,341587,721638,587154,432206,718731,117479,0
966964,918532,382006,109078,818162,620549,705297,533844,825795,629505,647128,342240,0
749344,730531,194592,707118,927810,121149,146701,858161,770039,115557,525406,34345,0
169427,352551,756337,29122,4281,387519,347225,740759,449662,958834,164267,130872,0
168985,456145,304196,83352,464729,806578,564675,564528,114140,793636,459045,88317,0
77951,39027,211106,192546,723345,483503,920836,334028,970386,579382,148466,75142,0
296921,176649,795497,479432,41103,940048,796844,906583,292821,197970,393176,49127,0
604919,765282,386798,348336,495231,812006,751666,266536,851530,665624,188415,860005,0
522609,376681,931055,662226,568745,422531,238587,99982,458335,141346,974560,201777,0
545073,710387,298798,630752,343037,393013,805958,976975,850044,722287,596760,314984,0
620753,978212,934953,166930,826296,572803,819054,595848,725303,371299,752967,101737,0
